Date,Open,High,Low,Close,Volume,Dividends,Stock Splits
1980-03-17 00:00:00-05:00,0.0,1.0972398437689377,1.0734729065395943,1.0774339437484741,62775,0.0,0.0
1980-03-18 00:00:00-05:00,0.0,1.0932784959296216,1.0774338386566709,1.0853561162948608,64125,0.0,0.0
1980-03-19 00:00:00-05:00,0.0,1.105162059994653,1.0932785410503523,1.101200819015503,40500,0.0,0.0
1980-03-20 00:00:00-05:00,0.0,1.101201285417533,1.089317965433329,1.0932790040969849,18900,0.0,0.0
1980-03-21 00:00:00-05:00,0.0,1.117045283317566,1.0932784513716438,1.117045283317566,97200,0.0,0.0
1980-03-24 00:00:00-05:00,0.0,1.1091226686259432,1.0893170833587646,1.0893170833587646,90450,0.0,0.0
1980-03-25 00:00:00-05:00,0.0,1.0932784959296216,1.0813950794723366,1.0853561162948608,72225,0.0,0.0
1980-03-26 00:00:00-05:00,0.0,1.101201285417533,1.0774343394592705,1.0932790040969849,31725,0.0,0.0
1980-03-27 00:00:00-05:00,0.0,1.089317459107097,1.0536670057421007,1.0853561162948608,62100,0.0,0.0
1980-03-28 00:00:00-05:00,0.0,1.085356172551941,1.0536670603566445,1.0734728574752808,84375,0.0,0.0
1980-03-31 00:00:00-05:00,0.0,1.1091229417202115,1.085356009155196,1.1051619052886963,55350,0.0,0.0
1980-04-01 00:00:00-05:00,0.0,1.1249682313757956,1.0853566207798186,1.0932790040969849,126225,0.0,0.0
1980-04-02 00:00:00-05:00,0.0,1.1328898668289185,1.1012006576163194,1.1328898668289185,58725,0.0,0.0
1980-04-03 00:00:00-05:00,0.0,1.1883461680779626,1.1566567533354002,1.1764626502990723,311175,0.0,0.0
1980-04-07 00:00:00-05:00,0.0,1.2041901120454117,1.1725007160504717,1.1843842267990112,115425,0.0,0.0
1980-04-08 00:00:00-05:00,0.0,1.1764629119008372,1.1645793914794922,1.1645793914794922,218025,0.0,0.0
1980-04-09 00:00:00-05:00,0.0,1.156656967413349,1.1249678527953535,1.14873468875885,181575,0.0,0.0
1980-04-10 00:00:00-05:00,0.0,1.1804240462499342,1.1487346273366044,1.172501564025879,191700,0.0,0.0
1980-04-11 00:00:00-05:00,0.0,1.19626870470831,1.168540526907008,1.172501564025879,112050,0.0,0.0
1980-04-14 00:00:00-05:00,0.0,1.1725007970246755,1.1606174894484707,1.1685397624969482,18900,0.0,0.0
1980-04-15 00:00:00-05:00,0.0,1.1606185399629536,1.140812635421753,1.140812635421753,63450,0.0,0.0
1980-04-16 00:00:00-05:00,0.0,1.1606180667877197,1.1487344473105783,1.1606180667877197,30375,0.0,0.0
1980-04-17 00:00:00-05:00,0.0,1.1526961577471524,1.1368515973087583,1.140812635421753,43875,0.0,0.0
1980-04-18 00:00:00-05:00,0.0,1.1526956608355028,1.1328898668289185,1.1328898668289185,27675,0.0,0.0
1980-04-21 00:00:00-05:00,0.0,1.1289288378537117,1.0932783880079082,1.1051619052886963,83700,0.0,0.0
1980-04-22 00:00:00-05:00,0.0,1.140812635421753,1.0932788521099661,1.140812635421753,122850,0.0,0.0
1980-04-23 00:00:00-05:00,0.0,1.140812635421753,1.113084654654563,1.140812635421753,132300,0.0,0.0
1980-04-24 00:00:00-05:00,0.0,1.1408121436329282,1.117045211224339,1.1328898668289185,209250,0.0,0.0
1980-04-25 00:00:00-05:00,0.0,1.12892890328366,1.1130842466564788,1.117045283317566,21600,0.0,0.0
1980-04-28 00:00:00-04:00,0.0,1.14873491564095,1.1289293170895611,1.140812635421753,141750,0.0,0.0
1980-04-29 00:00:00-04:00,0.0,1.1487341611599111,1.1368508506325994,1.1447731256484985,45225,0.0,0.0
1980-04-30 00:00:00-04:00,0.0,1.160617247321772,1.1328890934436944,1.1566559076309204,85050,0.0,0.0
1980-05-01 00:00:00-04:00,0.0,1.1843849274872893,1.1606180959226384,1.1764626502990723,48600,0.0,0.0
1980-05-02 00:00:00-04:00,0.0,1.1962687665931244,1.168540587357401,1.1883463859558105,49950,0.0,0.0
1980-05-05 00:00:00-04:00,0.0,1.2517246007919312,1.2041908352401753,1.2517246007919312,621675,0.0,0.0
1980-05-06 00:00:00-04:00,0.0,1.2754912940829704,1.2319185733795166,1.2319185733795166,143775,0.0,0.0
1980-05-07 00:00:00-04:00,0.0,1.2675692573068937,1.2319188056473696,1.2517246007919312,483975,0.0,0.0
1980-05-08 00:00:00-04:00,0.0,1.2636080709971649,1.2398412362795244,1.2477635145187378,36450,0.0,0.0
1980-05-09 00:00:00-04:00,0.0,1.2398416996002197,1.2239970352041674,1.2398416996002197,24975,0.0,0.0
