Date,Open,High,Low,Close,Volume,Dividends,Stock Splits
1977-01-03 00:00:00-05:00,6.955803060973024,7.000535011291504,6.955803060973024,7.000535011291504,47952,0.0,0.0
1977-01-04 00:00:00-05:00,7.000536443314061,7.022902011871338,6.978170052402534,7.022902011871338,34217,0.0,0.0
1977-01-05 00:00:00-05:00,7.022900436986495,7.022900436986495,6.955802924007028,6.978168487548828,15422,0.0,0.0
1977-01-06 00:00:00-05:00,6.95580612779555,6.95580612779555,6.866342187713842,6.9334397315979,39036,0.0,0.0
1977-01-07 00:00:00-05:00,6.933440334036694,6.955806732177734,6.8663427843226055,6.955806732177734,20482,0.0,0.0
1977-01-10 00:00:00-05:00,6.955804483845258,7.045268402782864,6.955804483845258,7.022902011871338,42892,0.0,0.0
1977-01-11 00:00:00-05:00,7.022903094927508,7.067635061294774,7.022903094927508,7.04526948928833,22169,0.0,0.0
1977-01-12 00:00:00-05:00,7.04526948928833,7.04526948928833,6.955805556553798,7.04526948928833,34940,0.0,0.0
1977-01-13 00:00:00-05:00,7.045269485436616,7.134732595767859,7.045269485436616,7.090000629425049,34458,0.0,0.0
1977-01-14 00:00:00-05:00,7.089999807736944,7.13473176889559,7.067634238334762,7.112366199493408,20723,0.0,0.0
1977-01-17 00:00:00-05:00,7.022904281891823,7.022904281891823,6.9110747582501695,6.955806732177734,33735,0.0,0.0
1977-01-18 00:00:00-05:00,6.955802924007028,6.978168487548828,6.91107097456936,6.978168487548828,34217,0.0,0.0
1977-01-19 00:00:00-05:00,6.978168624955223,7.000535011291504,6.933436674636744,7.000535011291504,19759,0.0,0.0
1977-01-20 00:00:00-05:00,7.000538706105299,7.045270680032863,6.8663427843226055,6.955806732177734,79518,0.0,0.0
1977-01-21 00:00:00-05:00,6.955806732177734,6.978172307964258,6.888708771286388,6.955806732177734,19277,0.0,0.0
1977-01-24 00:00:00-05:00,6.955802924007028,6.978168487548828,6.91107097456936,6.978168487548828,24096,0.0,0.0
1977-01-25 00:00:00-05:00,6.978170052402534,7.045268402782864,6.978170052402534,7.022902011871338,25060,0.0,0.0
1977-01-26 00:00:00-05:00,7.000538706105299,7.000538706105299,6.933440334036694,6.955806732177734,22892,0.0,0.0
1977-01-27 00:00:00-05:00,6.955802924007028,6.978168487548828,6.8887049998505265,6.978168487548828,26506,0.0,0.0
1977-01-28 00:00:00-05:00,6.955802924007028,6.978168487548828,6.8887049998505265,6.978168487548828,26506,0.0,0.0
1977-01-31 00:00:00-05:00,6.955807091441807,6.955807091441807,6.888709127084883,6.911075115203857,18072,0.0,0.0
1977-02-01 00:00:00-05:00,6.9110747582501695,6.955806732177734,6.9110747582501695,6.955806732177734,20241,0.0,0.0
1977-02-02 00:00:00-05:00,6.955807091441807,6.978172668383502,6.911075115203857,6.911075115203857,72048,0.0,0.0
1977-02-03 00:00:00-05:00,6.911075115203857,6.978172668383502,6.843977150846933,6.911075115203857,186988,0.0,0.0
1977-02-04 00:00:00-05:00,6.911074157754697,6.978171701638755,6.888708172734269,6.9334397315979,35663,0.0,0.0
1977-02-07 00:00:00-05:00,6.933440334036694,6.978172307964258,6.9110747582501695,6.955806732177734,20723,0.0,0.0
1977-02-08 00:00:00-05:00,6.955802924007028,7.000534873444694,6.9334365381111605,6.978168487548828,23614,0.0,0.0
1977-02-09 00:00:00-05:00,6.978171701638755,6.978171701638755,6.911074157754697,6.9334397315979,17349,0.0,0.0
1977-02-10 00:00:00-05:00,6.933438092933731,7.022902011871338,6.933438092933731,7.022902011871338,16386,0.0,0.0
1977-02-11 00:00:00-05:00,7.022900575273702,7.022900575273702,6.955803060973024,7.000535011291504,24819,0.0,0.0
1977-02-14 00:00:00-05:00,7.000534873444694,7.000534873444694,6.955802924007028,6.978168487548828,17349,0.0,0.0
1977-02-15 00:00:00-05:00,6.978168487548828,6.978168487548828,6.9334365381111605,6.978168487548828,16867,0.0,0.0
1977-02-16 00:00:00-05:00,6.978168487548828,7.000534873444694,6.9334365381111605,6.978168487548828,25301,0.0,0.0
1977-02-17 00:00:00-05:00,6.978172307964258,7.000538706105299,6.955806732177734,6.955806732177734,22410,0.0,0.0
1977-02-18 00:00:00-05:00,6.955804483845258,7.022902011871338,6.933438092933731,7.022902011871338,26265,0.0,0.0
1977-02-22 00:00:00-05:00,7.022902011871338,7.022902011871338,6.978170052402534,7.022902011871338,17590,0.0,0.0
1977-02-23 00:00:00-05:00,7.022903094927508,7.04526948928833,7.000537522921064,7.04526948928833,44337,0.0,0.0
